Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
2025-05-09,"Money transfer, virtual currency, or money service",Foreign currency exchange,Unexpected or other fees,,"US Bank has engaged in deceptive practices by promoting their currency exchange as having no fees, and then deceptively charging the consumer by using an inflated exchange rate without ever disclosing that to the consumer. 

On XX/XX/year> I saw that US bank was offering online currency exchanges with no fees. Because they there were no fees, I decided to exchange XXXX USD into euros for my upcoming trip to XXXX. Through my account with US Bank I submitted my request online. At no time did US Bank inform me that the exchange rate they were using was inflated. 
I got a email saying I could pick up my euros on XX/XX/year> at the US Bank on XXXX XXXX XXXX XXXX in XXXX, CA. 

On XX/XX/year> I picked up the euros from the bank and signed for them. It seemed like the amount of euros was less that the amount I should have gotten. When I got out to my car and checked the exchange rate on the day I ordered the euros, I saw it was much less than the rate US Bank had charged me. I went back into the bank and they said that no fees didnt include the money they made by raising the amount of the exchange rate. They also commented that other people had made the same complaint. 

I was charged a fee of about {$40.00} for the currency exchange which was completely wrong because if I had known about that fee I never would have made that currency exchange. 

I want my money back and I want US Bank to stop advertising that their currency exchange has no fees.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,CA,920XX,Older American,Consent provided,Web,2025-05-09,Closed with explanation,Yes,,13434957
2025-02-23,Credit card,Store credit card,Problem when making payments,You never received your bill or did not know a payment was due,"Iam writing to formally dispute a late payment entry on my credit card TJX rewards card number XXXX account which I believe has been reported in error. 

On XX/XX/year> sent a XXXX dollars payment on line however I recently checked my credit report and notice that my payment was marked late. Upon reviewing my records, I recalled that the bank representative who assisted me with the payment neglected to provide me with receipt. At the time, I trusted that the transaction had been processed correctly. Now due to this report error, my credit score has been negatively impacted. 
I would appreciate your prompt attention to this matter, as this incorrect reporting is unfairly affecting my creditworthiness. Please let me know if you require any addtional information to facilitate this correction. 

Thank you for your time and assistance",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,TX,75154,,Consent provided,Web,2025-02-23,Closed with explanation,Yes,,12177505
2025-06-14,Credit card,General-purpose credit card or charge card,Fees or interest,Problem with fees,"We called Citi Bank Customer Service on XX/XX/year> to question a late fee ( {$30.00} ) and an interest charge on our account ( {$3.00} ), as we always pay on time. The bill was due XX/XX/year> on a Saturday, and we were told the payment was on XX/XX/year>, the Sunday after. We asked to be given an adjustment of those financial charges, but were declined. Instead, our account was closed after a heated conversation, and the manager did not disclose to us what was going to happen to our accumulated Cash Back Rewards of {$26.00}, which turned out to be confiscated.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",MA,024XX,,Consent provided,Web,2025-06-14,Closed with monetary relief,Yes,,14060912
2025-06-05,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,my card ending XXXX did not go through twice - 1st time during my internal trip and the second time in XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX and Citi Reference Number : XXXX,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",TX,75080,,Consent provided,Web,2025-06-05,Closed with non-monetary relief,Yes,,13919111
2025-06-06,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"I have been in XXXX  for a few years now, I'm currently in a XXXX XXXX in ga, I tried to call the bank and withdrawal my funds so I can get back on my feet and they will not give me my money, I can't leave the XXXX XXXX  to go to a branch and give them identification but I shouldn't have to, it's my money and I have been banking with them for 13 years roughly or more and have had trouble from them every step of the way. They have caused me so much hard ship over my own money it's almost a XXXX XXXX and I just want to withdrawal my money and close my accounts. I hate them .I want my money. It's mine and they are stopping me from taking care of my self properly when I could've used my money to get on my feet. I don't know what problem they think they have but how are they able to stop me from getting my own money when I have so many forms of Identification and documents proving who I am. I want my money transferred to my XXXX XXXX and Im definitely going to pursue sueing them in everyway I can even if i got to get out and pay more money just to prove a point.ive went through XXXX contacting people and places for years and this is crazy. I just want my money. I want to close my account and I want a full investigation done on my account history because they let my account get breached years ago and it causes so many transactions that some source caused and caused all kinds of problems then I tried to repeatedly get them to close my account and they didn't. So now years later my money is tied up in my account and they won't give it to me I want my money please. This is and has been completely wrong and insane to be a bank that I ve been loyal to all these years. This is causing me financial struggling and if I had my money I wouldn't be struggling so bad. I just want them to transfer it to my XXXX XXXX please. That's all I want and to close it out forever. They XXXX. And everyone all over the place gave had so many issues with welld Fargo being dirty crooked and down right disrespectful and thieves. I want action taken against Wells Fargo .and they are probably just going to have to pay out way way way more just for all the trouble they have given me and still are about something that's mine. I don't know what else to do but contact y'all now.thank u please help",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,GA,30549,,Consent provided,Web,2025-06-06,Closed with explanation,Yes,,13945275
2025-06-05,"Payday loan, title loan, personal loan, or advance loan",Other advances of future income,Unexpected fees,,I needed a loan for {$500.00} dollars and I didnt realize how much I would owe. Once I reached the amount they loaned me I kept seeing money withdrawn from my account so I called them and they said I should have read the fine print. I owe them around XXXX give or take but for sure over XXXX XXXX if i remember. I been hearing from people saying that there is a claim against XXXX XXXX and I need assistance to see if Im being scammed.,Company believes it acted appropriately as authorized by contract or law,BlueChip Financial,CO,80231,,Consent provided,Web,2025-06-05,Closed with explanation,Yes,,13927752
2025-04-04,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Other transaction problem,,"I am filing a complaint against Cash App ( Block , Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected.

Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused significant inconvenience and financial loss, and I seek appropriate redress for these violations.",,"Block, Inc.",WA,98116,,Consent provided,Web,2025-04-04,Closed with explanation,Yes,,12820973
2025-03-22,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,"On XX/XX/scrub> 2025, at approximately XXXX XXXX  I was victimized in a "" XXXX XXXX XXXX' at the Wells Fargo ATM located at XXXX XXXX XXXX. This ATM is positioned at the back of the building in an isolated area with no witnesses or security measures beyond the ATM camera. 

After completing my transaction, a man approached me claiming to be a French tourist needing help with a XXXX XXXX check deposit. He demonstrated he couldn't deposit it himself, then escalated pressure on me. As a small woman alone in this isolated location, I became fearful for my safety as he became increasingly insistent and invaded my personal space. 

Under duress and fearing for my safety, I inputted my card and PIN. The man then : -Took complete control of the ATM transaction -Deposited a fraudulent XXXX XXXX XXXX XXXX -Immediately withdrew {$1000.00} cash -Quickly fled in a silver vehicle I immediately reported the incident to Wells Fargo and filed a police report ( case # [ POLICE CASE NUMBER ] ). Wells Fargo later determined the check was fraudulent and removed the {$1000.00} from my account, making me bear the financial loss despite being victimized. 

Despite multiple communications ( on XX/XX/XXXX, XXXX, XXXX, and XXXX ) and escalations with Wells Fargo ( case # XXXX ), they denied my claim stating I "" authorized '' the transaction by inputting my PIN. They refused to acknowledge : -The transaction occurred under duress -The entire transaction was conducted by the perpetrator ( visible on security footage ) -Their ATM 's isolated location creates a dangerous environment -The obvious timing of deposit and immediate withdrawal indicates fraud The bank ignored that their security camera footage would clearly show the perpetrator controlling the ATM. When I requested this footage on XX/XX/XXXX, I was told only police could request it. 

This incident highlights serious security deficiencies in both Wells Fargo 's ATM placement and fraud resolution processes.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,91304,,Consent provided,Web,2025-03-22,Closed with explanation,Yes,,12612331
2025-06-04,Credit card,General-purpose credit card or charge card,Trouble using your card,Can't use card to make purchases,"I tried to use my Citi Card to pay for a car repair. The card was denied - I have the receipt. NO EXPLANATION, no text from the bank - just DECLINE. 
I used a different card from a different bank and had no problem. 
I called Citi Card and they had NO EXPLANATION for why this happened. They also claimed the vendor tried multiple times to put the card through, this is untrue. 
Very embarrassing and worrisome to me as I wondered if something was wrong. 
Credit card companies and banks have enormous power and consumers are left with situations like this. They should be REQUIRED to let you know at the Point of Sale what the problem is.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,90025,Older American,Consent provided,Web,2025-06-04,Closed with explanation,Yes,,13891123
2025-06-03,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,"XXXX XXXX XXXX this is XXXX XXXX my debit card number is XXXX and my checking account number is XXXX. 
So recently around two weeks ago, I noticed bunch of transactions from rolla.com and these transactions were not made by me. 
These are all fraud on my account which I did not make again for the second time today in the mail. I received a letter from you guys saying we are not able to honor your claim which I was literally about to sit down and cry to myself because you guys are accusing me of charging XXXX or {$7000.00} of these random transaction from this merchant on my account. This is not right at all. This needs to be resolved correctly and I need my money back ASAP. 
I will also go ahead and contact the CFPB complaint and tell them what's going on because this is not right at all. You guys are accusing me of charging XXXX around XXXX these random transaction from this merchant on my account. This is not right at all. This needs to be resolved correctly and I need my money back ASAP. 
I will also go ahead and contact the CFPB complaint and tell them what's going on because this is not right at all. You guys are accusing me of fraud which which I don't know who or how these guys are someone made on my account and this needs to be resolved ASAP and correctly. This is not right at all what I'm going through. I have a family I have kids. I need my money back. 
So please take this into the into consideration. Again, for the fourth time, these charges were not made by me. I don't know who I don't know how got into my bank account or who did these or how I have no clue so please take this into consideration and open up the dispute back up because this needs to be resolved correctly or I will take legal action. 
Please thank you",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,91303,,Consent provided,Web,2025-06-03,Closed with explanation,Yes,,13873157
2025-06-03,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with customer service,"I recieved a pre approved card in the mail i activated the card the card was lost/stolen the card was used and maxed out i got a notification that the balance was maxed out i called to close card and report theft The company ( XXXX  ) told me that becuase i called and activated the card a week or so prior to the theft they wouldnt investigate the theft or provide details i never used the card once. They wont do anything about it and are charging me crazy fees for not paying the balance that the thief left on the card. 

Its punitive and against my rights as a consumer. 

I do not have the card number as it was stolen from me.",Company believes it acted appropriately as authorized by contract or law,Atlanticus Services Corporation,NY,11706,Servicemember,Consent provided,Web,2025-06-03,Closed with monetary relief,Yes,,13859509
2025-02-26,Checking or savings account,Other banking product or service,Closing an account,Can't close your account,XXXX XXXX XXXX there were unauthorized personnel accessing my account. Tried to transfer all my funds to another checking account that does not belong to me. I called the company and told I'll get an email never received an email. I tried calling today. Nothing happens. I'm trying to close my credit karma account so I can get rid of it as well as closing the credit builder accountni have with them. I'm also trying to get the account unlocked but they're not answering me and giving me hours of wait time for nothing and tried to dispute the {$43.00} that was unauthorized from my account.,,Credit Karma,TN,37040,Servicemember,Consent provided,Web,2025-02-26,Closed with monetary relief,Yes,,12204346
2025-06-03,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"Case ID : XXXX Case : XXXX Case : XXXX Re : Fraudulent XXXX Charges : XX/XX/year> = {$96.00} XX/XX/year> = {$160.00} XX/XX/year> = XXXX I did not make any of the above charges and I did not authorize anyone to make these charges. 

There was some kind of intricate scam going on at this time involving my credit card ending in XXXX. On XX/XX/year>, XX/XX/year>, and XX/XX/year>, I had received 3 separate deliveries from my local XXXX store. Each package contained a bag of balloons that I had not ordered. I was especially concerned about this because my name was clearly on each package as though I ordered it. I called XXXX 's customer service and the rep looked up my XXXX account and informed me that there were no such charges on my account. He could not explain why I received the packages and told me not to worry about it because no such orders were on my account. 
See attached photo for reference. 

During this same time, ( not sure if this had anything to do with the above ) I received XXXX small yellow packages from an unknown sender on different days. I only opened the first received package which was a letter that was very vague thanking me for a purchase but not indicating what the purchase was or from whom. I knew it was another scam and assumed it was connected to the XXXX balloons somehow. I think this scammer was hoping I would scan the "" QR '' code on the front of the package to try to figure out who it was from but I declined to do that to avoid going deeper into their scam. Again, I am not sure if this scam is connected to the XXXX scam or just a big coincidence. 
See attached 2 photos for reference.

I am reiterating, I did not make any of the above 3 XXXX purchases. 

On XX/XX/year>, I received a letter regarding Citicard Master Card 's investigation of my above disputes and they included the Merchant 's ( XXXX ) documentation which XXXX claim proves I made the transaction. If a person with any common sense would review this documentation, they would see that the email address and name on the account is NOT mine, the IP address is located somewhere in Georgia ( out of state ) and the contact and telephone information are NOT mine. In addition, it actually says on these documents, that the orders were never fulfilled due to inventory issues and the XXXX merchant is foreign and suspicious since XXXX is claiming this was a local store delivery! 
I DID NOT MAKE THE ABOVE 3 PURCHASES AND REFUSE TO PAY FOR SOMETHING THAT I DID NOT PURCHASE. I DO NOT WANT A CREDIT CARD FROM A COMPANY THAT HAS ABSOLUTELY NO COMMON SENSE.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",VA,229XX,,Consent provided,Web,2025-06-03,Closed with monetary relief,Yes,,13872488
2025-06-02,Credit card,General-purpose credit card or charge card,Struggling to pay your bill,Filed for bankruptcy,"On XX/XX/year> I filed a complaint against Citibank Visa and they responded on XXXX XXXX stating that they had issued a credit to my account however the account that they issued the credit to is also closed resulting in XXXX being unable to process a refund they have deliberately done this knowing that that account has been closed claiming that there is a balanced due on this there is a bankruptcy discharge on this account so there should be a XXXX balance. 
See file number XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",WA,98902,,Consent provided,Web,2025-06-02,Closed with explanation,Yes,,13847205
2025-06-02,Credit card,General-purpose credit card or charge card,Fees or interest,Charged too much interest,"I was charged interest on regular purchases while my payments were going toward a promotional balance. The system made it difficult to track, and I was not clearly notified. I request an interest adjustment as I was unaware of the payment application policy.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",WA,981XX,,Consent provided,Web,2025-06-02,Closed with monetary relief,Yes,,13845898
2025-06-02,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"Two transactions were done through Citi bank and we have proven that two transactions were done as fraud. We were buying into XXXX XXXX  for them to take over our existing timeshare. 

First amount of {$1200.00} to XXXX XXXX partial payment in lue of taking over our XXXX XXXX  times share, which is located in XXXX XXXX Nevada. Case id XXXX .The second payment being {$6300.00} Case Id XXXX. 

We signed the equity value agreement XX/XX/XXXX and nothing had been done, I reached out to them to ask if the transfer in ownership of XXXX XXXX had been completed. They then sent us a new equity value agreement dated XX/XX/XXXX to sign with terms that we had not agreed to. They sent it via text message. We called the XXXX XXXX  to confirm if anything had been sent to them regarding the tranfer. They said no. I then requested the refund from citi bank due to fraud. We sent all the paper work to citi bank to prove this 3 seperate times via mail and email. They denied both refunds.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,92545,,Consent provided,Web,2025-06-02,Closed with non-monetary relief,Yes,,13848429
2025-05-14,Credit card,General-purpose credit card or charge card,Problem when making payments,You never received your bill or did not know a payment was due,AS I STATED I KEEP SENDING LETTERS AND ASKING FOR PAPER STATEMENTS BECAUSE I HAVE NO ACCESS TO A COMPUTER AND STILL THEY SEND NOTHING EVEN TALKED WITH AN ATTORNEY AND HE TOLD ME TO STOP SENSING MONEY BECAUSE I DONT KNOW WHO IS RECEIVING THE FUNDS,Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,UT,84403,,Consent provided,Web,2025-05-14,Closed with explanation,Yes,,13505254
2025-05-31,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,"Citibank complaint. 
On XX/XX/XXXX, an official bank check was mailed to Citi Cards ; XXXX XXXX XXXX ; XXXX, PA XXXX as payment in full on my account, the address on the credit card statement ( See attachment #! ). On XX/XX/XXXX, the check was not applied against my account, so I mailed attachment # 1 to Citibank Express Payments ; XXXX XXXX XXXXXXXX XXXX XXXX XXXX, XXXX XXXX ; XXXX, KY XXXX, the address I found on Citi Bank 's website. On XXXX, I found the check was STILL not applied to my account, so I sent attachment # 2 to the Citibank Express Payments address! As of XX/XX/XXXX, the payment remails unapplied, so I am sending this complaint.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",MD,21801,Older American,Consent provided,Web,2025-05-31,Closed with explanation,Yes,,13818723
2025-05-30,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Fraud or scam,,"My income tax check was direct deposited from the IRS into account # XXXX XXXX XXXX and IRS has issued a trace and provided me this account number. I went to Wells Fargo branch they issued me a claim # then after not contacting me or calling me via email they sent me a email saying that they can not help me to go to my original tax preparer or IRS to handle this issue and then IRS keeps direct me back to the Wells Fargo bank where the direct deposit was issued. I do not have no affiliation with this account number. The account number was on an original tax return from XXXX. The tax return was amended in XXXX, so Im confused as to how it was even direct deposited when it shouldve been in a paper check nonetheless Im still having problems with Wells Fargo, they are not trying to help me. They have said they will not help me in this matter the fraud department there said because I am not connected to the account number that my direct deposit was issued they can not help me. Even though I provided all the documents showing that it was my direct deposit I showed the amount it was for {$12000.00} it has been 10 months. Im making a complaint with you guys, but Im still filing a federal lawsuit as well.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,94598,,Consent provided,Web,2025-05-30,Closed with explanation,Yes,,13813679
2025-06-13,Credit card,General-purpose credit card or charge card,Getting a credit card,Card opened without my consent or knowledge,"Several online and other transactions are acted using my citi-bank Master card before i even receiving the card. And couples of the account was open on my names and there was some transaction on it without my knowledge. As a result, I lost my credit core from XXXX 's to XXXX and this effect my fanatical situation.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",FL,33020,Older American,Consent provided,Web,2025-06-13,Closed with monetary relief,Yes,,14062030
2025-05-27,Credit card,Store credit card,Fees or interest,Problem with fees,"I have XXXX credit card with US Bank. On XX/XX/year> I paid off all XXXX  accounts ( totaling {$29000.00} ) according to what their online system showed as the amount in full. The system does not indicate that additional interest maybe be owed. On account ending in XXXX, I paid {$4300.00}, on account ending in XXXX, I paid {$5000.00} and on account ending in XXXX, I paid {$4900.00}, the amounts showing as paid in full amounts. 

After their system zeroed out each account, on XX/XX/XXXX and thereafter each account appeared with a balances. Account ending in XXXX, a balance of XXXX billed, on account ending in XXXX, a balance of {$83.00} appeared and on account ending in XXXX a balance of {$64.00} appeared. 

There is no where on their pay system that it indicate the amounts showing is not the true payoff amount. I would like for US Bank to update their system to be precise with the amounts and maybe indicate a true payoff amount. I would also like for US Bank to write-off those amounts that appeared after payoff on my account.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,OR,97217,Older American,Consent provided,Web,2025-05-27,Closed with explanation,Yes,,13738859
2025-04-29,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Money was not available when promised,,"XXXX Client : XXXX XXXX XXXX XXXX # : XXXX Contacted Retirement Services again and another timeline was provided for the simple transfer of my money from the IRA into my checking. 

Spoke with XXXX a XXXX at Citibank whom added another extension to the deposit of the funds from my IRA into the checking account. 

On Friday XXXX the representative stated that it takes XXXX hours to post into my account. 

Now XXXX added XXXX hours more stating the money would be available on Friday XX/XX/year>. 

Citibank continues to change the dates and is not honoring their deposit timeline. 

Please deposit the money from my IRA into my checking. 

XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,11375,,Consent provided,Web,2025-04-29,Closed with monetary relief,Yes,,13233739
2025-06-13,Credit card,General-purpose credit card or charge card,Fees or interest,Problem with fees,"I called to cancel my XXXX XXXX Citi XXXX on XX/XX/XXXX. I was told that the annual fee was not going to be charged at the end of XXXX. I was charged {$99.00} on XX/XX/XXXX. They promised to credit back my account. Citi credited {$82.00} in XXXX and claimed that they needed XXXX days to finalize conversion. Therefore, I had to pay for a partial fee during a time that I did not have the card with benefits. They never disclosed that a partial fee was going to be refunded.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",FL,33026,,Consent provided,Web,2025-06-13,Closed with monetary relief,Yes,,14063578
2025-04-08,"Money transfer, virtual currency, or money service",Mobile or digital wallet,Unauthorized transactions or other transaction problem,,"My phone was stolen a few days after receiving my federal student aid money XXXX dollars deposited to my current account and person who stole my phone which was also on camera using it upon the dates of unauthorized transactions, well they sent money to different accounts like XXXXXXXX XXXX and XXXX specific XXXX payment I know for a fact was not myself for XXXX to XXXX and XXXX couldnt dispute it because it was a credit transfer so I disputed it with current only to be denied I dont understand how someone can get away with stealing my federal grant money and just take a loss as if I did it, this money was supposed to last me until next semester to pay for daily living expenses, like room an board, Ive been unable to pay rent and bills because this long dispute process thats going no where I made police reports contacted companies multiple times and only to say they found no error in investigating! Thats not fair I really didnt ask for my phone to be stolen & jacked of my funds! I provided proof of everything to help with case even text message screen shots of person who stole phone who on camera admitting he stole it and the person on receiving end, also saying their account was stolen and hacked so these people are stealing peoples accounts and sending the money to stolen XXXX XXXX and stolen account. Its not fair. Im responsible for it.",,FinCo Services Inc DBA Current,MN,56301,,Consent provided,Web,2025-04-08,Closed with explanation,Yes,,12887459
2025-04-05,Checking or savings account,Checking account,Problem caused by your funds being low,Bounced checks or returned payments,"To whom it may concern : I am writing to formally request a second review and reconsideration of my prior fraud claim, which was recently denied. I believe that the initial decision did not fully take into account the evidence supporting my claim, and I am providing documentation to demonstrate that I was a victim of an online dating scam, resulting in financial losses totaling over {$3000.00}. 

I have filed an XXXX XXXX XXXX XXXX XXXX XXXXXXXX ) report with the same information. I am also aware that I need to file a police report with the XXXX XXXX XXXXXXXX XXXX XXXX department XXXX I will be filing shortly and providing a copy of the report. 

The fraudulent transactions in question were made under false pretenses by an individual who manipulated me through an online dating situation/relationship. 

As a result of this scam, I unknowingly transferred funds to this person via XXXX and by accepting/depositing a check believing their claims to be legitimate. Attached to this letter, I have included all relevant documents, including : * Communication records with the scammer, demonstrating their fraudulent intent. 
* Bank statements highlighting the unauthorized transactions. 
* Any additional supporting documents that validate my claim. 

Given the overwhelming evidence of fraud, l respectfully request that Navy Federal Credit Union reopens my claim, makes an amendment to my prior claim to include all amounts lost and conducts a thorough reassessment. I trust that your team prioritizes protecting customers from fraudulent activity, and I hope for a fair resolution in this matter. 

Please confirm receipt of this request and provide any updates regarding the reconsideration process. You may contact me at or by email at -should you need any further information. 

Thank you for your time and assistance in reviewing my case. I appreciate your reconsideration and look forward to your prompt response. 

Sincerely,",Company believes it acted appropriately as authorized by contract or law,NAVY FEDERAL CREDIT UNION,GA,30339,,Consent provided,Web,2025-04-05,Closed with explanation,Yes,,12834158
2025-02-20,Credit card,General-purpose credit card or charge card,Getting a credit card,Card opened without my consent or knowledge,"On XX/XX/year> I got an alert from XXXX XXXX that two capital one cards were opened under my name. I did let them know previously there was a credit report not alert not authorize by me. I told the capital one representative that I did not open any cards and I am reporting this as fraud. Someone is using my identity. They verified that information in there system is not my information. Representative told direct me to call capital one fraud department which I did. 
Representative advice me to call XXXX, XXXX  and XXXX and report this fraud. 
I called and file a dispute for each one.",,CAPITAL ONE FINANCIAL CORPORATION,CA,90280,,Consent provided,Web,2025-02-20,Closed with non-monetary relief,Yes,,12131106
2025-03-02,Credit card,General-purpose credit card or charge card,Fees or interest,Problem with fees,"Received a promotional rate of no interest 1 year from XXXX XXXX XXXX Synchrony Bank for a sofa purchase in XXXX. Paper statements initially, then an email noting a charge of {$2.00} for paper statements. So I opted for emails, which in the beginning were helpful but became a nuisance because they were overlooked with other junk emails I was unable to control. 
A paper statement was perfect- paid the bill the day I received it in the mail. 
The late fee charge is {$39.00} and a suspicious interest charge of {$2.00} monthly which has totaled now to {$150.00}. If I was getting paper statements, I would have seen the FIRST late fee and made a note of it to prevent any future ones. The email reminders do not state previous payments either which is also a problem. I called to speak with someone about removing the late fees and putting me back on paper statements- they said no and also stated the {$2.00} fee per statement remains in effect if that option is selected. 
The emails have never stated previous payments or late fees incurred. Seems like they want you to sign up for AUTO-PAY which I feel is a gimmick to have control over your bank account.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,UT,84106,Older American,Consent provided,Web,2025-03-02,Closed with explanation,Yes,,12283681
2025-05-26,Credit card,General-purpose credit card or charge card,Closing your account,Company closed your account,"I am extremely frustrated and disappointed with the way this situation has been handled. I submitted my payment on XX/XX/year>, and yet I wasnt informed until XXXXnearly two weeks laterthat the payment didnt go through. Even worse, I was only notified after the third attempt to process the payment. At no point before that was I contactedno email, no call, no notification whatsoever. That is completely unacceptable. 

The account I used to make the payment had more than enough funds, so there is absolutely no valid reason the payment should have failed. To make matters worse, this is apparently the second time this has happened, and instead of reaching out to me to resolve the issue, your team took the outrageous step of closing my account without notifying me. I found out my account was closed only when my card was declined and the Citi app informed me it had been shut down. Againno phone call, no email, no courtesy alert. 

I have always paid my balance in full or left only a minimal balance, and Ive never once failed to pay. To be treated like this despite a consistent history of responsible payment is absolutely unacceptable and shows a complete disregard for your customers. This situation needs to be addressed and resolved immediately.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",TX,76134,,Consent provided,Web,2025-05-26,Closed with non-monetary relief,Yes,,13727604
